taxonomy	Av_abun	Log_av_abun	No_Samp	Total_Samp	Perc_occu	sum_DU1	sum_WF	sum_RI	IN_DU1	IN_WF	IN_RI	No_Sites	Site	Gills_Sum	Stomach_Sum	Gills_PA	Stomach_PA	Habitat_sum	Habitat	OTU_Name	Of_interest
k__Bacteria: p__Spirochaetes: c__[Brachyspirae]: o__[Brachyspirales]: f__Brachyspiraceae: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	2	DUWF	1	1	1	1	2	Both	denovo400385	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	2	DUWF	1	1	1	1	2	Both	denovo423166	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Desulfobacterales: f__Desulfobacteraceae: g__Desulfococcus: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	2	DUWF	1	1	1	1	2	Both	denovo446994	No
k__Bacteria: p__Firmicutes: c__Bacilli: o__Lactobacillales: f__Enterococcaceae: g__Enterococcus: s__cecorum	0.359375	-0.444452138	2	64	0.03125	1	1	0	1	1	0	2	DUWF	1	1	1	1	2	Both	denovo470149	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__HTCC2188: f__HTCC2089: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	2	DUWF	1	1	1	1	2	Both	denovo476782	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Chlorophyta: f__: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	2	DUWF	1	1	1	1	2	Both	denovo478000	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__: f__: g__: s__	0.046875	-1.329058719	2	64	0.03125	1	1	0	1	1	0	2	DUWF	1	1	1	1	2	Both	denovo482033	No
k__Bacteria: p__Bacteroidetes: c__[Saprospirae]: o__[Saprospirales]: f__Saprospiraceae: g__: s__	0.046875	-1.329058719	2	64	0.03125	1	1	0	1	1	0	2	DUWF	1	1	1	1	2	Both	denovo506667	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	2	DUWF	1	1	1	1	2	Both	denovo527603	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__: s__	0.046875	-1.329058719	2	64	0.03125	1	1	0	1	1	0	2	DUWF	1	1	1	1	2	Both	denovo527985	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	2	DUWF	1	1	1	1	2	Both	denovo539952	No
k__Bacteria: p__Planctomycetes: c__C6: o__d113: f__: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	2	DUWF	1	1	1	1	2	Both	denovo552613	No
k__Bacteria: p__Tenericutes: c__Mollicutes: o__: f__: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	2	DUWF	1	1	1	1	2	Both	denovo559075	No
k__Bacteria: p__Acidobacteria: c__[Chloracidobacteria]: o__RB41: f__Ellin6075: g__: s__	0.0625	-1.204119983	2	64	0.03125	1	1	0	1	1	0	2	DUWF	1	1	1	1	2	Both	denovo574226	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Legionellales: f__Legionellaceae: g__: s__	0.046875	-1.329058719	2	64	0.03125	1	1	0	1	1	0	2	DUWF	1	1	1	1	2	Both	denovo584042	No
k__Bacteria: p__Bacteroidetes: c__Sphingobacteriia: o__Sphingobacteriales: f__NS11.12: g__: s__	0.046875	-1.329058719	2	64	0.03125	1	1	0	1	1	0	2	DUWF	1	1	1	1	2	Both	denovo585563	No
k__Bacteria: p__SAR406: c__AB16: o__noFP_H7: f__: g__: s__	0.046875	-1.329058719	2	64	0.03125	1	1	0	1	1	0	2	DUWF	1	1	1	1	2	Both	denovo586369	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Legionellales: f__: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	2	DUWF	1	1	1	1	2	Both	denovo601774	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Thiotrichales: f__Thiotrichaceae: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	2	DUWF	1	1	1	1	2	Both	denovo604575	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Cryomorphaceae: g__Owenweeksia: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	2	DUWF	1	1	1	1	2	Both	denovo626734	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__: f__: g__: s__	0.046875	-1.329058719	2	64	0.03125	1	1	0	1	1	0	2	DUWF	1	1	1	1	2	Both	denovo641041	No
k__Bacteria: p__Proteobacteria: c__TA18: o__PHOS.HD29: f__: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	3	DUWF	1	1	1	1	2	Both	denovo642974	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Alteromonadales: f__OM60: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	3	DUWF	1	1	1	1	2	Both	denovo650989	No
k__Bacteria: p__Bacteroidetes: c__[Rhodothermi]: o__[Rhodothermales]: f__Rhodothermaceae: g__: s__	0.046875	-1.329058719	2	64	0.03125	1	1	0	1	1	0	3	DUWF	1	1	1	1	2	Both	denovo659010	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Alteromonadales: f__OM60: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	3	DUWF	1	1	1	1	2	Both	denovo681958	No
k__Bacteria: p__Bacteroidetes: c__[Saprospirae]: o__[Saprospirales]: f__Saprospiraceae: g__: s__	0.046875	-1.329058719	2	64	0.03125	1	1	0	1	1	0	3	DUWF	1	1	1	1	2	Both	denovo689383	No
k__Bacteria: p__Firmicutes: c__Clostridia: o__Clostridiales: f__Clostridiaceae: g__Clostridium: s__	0.125	-0.903089987	2	64	0.03125	1	1	0	1	1	0	3	DUWF	1	1	1	1	2	Both	denovo699581	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Alteromonadales: f__Colwelliaceae: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	3	DUWF	1	1	1	1	2	Both	denovo710412	No
k__Bacteria: p__Planctomycetes: c__Planctomycetia: o__Pirellulales: f__Pirellulaceae: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	3	DUWF	1	1	1	1	2	Both	denovo711679	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	3	DUWF	1	1	1	1	2	Both	denovo721015	No
k__Bacteria: p__SAR406: c__AB16: o__Arctic96B.7: f__A714017: g__so4B24: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	3	DUWF	2	0	1	0	1	Gills	denovo20696	No
k__Bacteria: p__Spirochaetes: c__[Brachyspirae]: o__[Brachyspirales]: f__Brachyspiraceae: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	3	DUWF	2	0	1	0	1	Gills	denovo25184	No
k__Bacteria: p__Planctomycetes: c__Planctomycetia: o__Pirellulales: f__Pirellulaceae: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	3	DUWF	2	0	1	0	1	Gills	denovo32847	No
k__Bacteria: p__GN02: c__BD1.5: o__: f__: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	3	DUWF	2	0	1	0	1	Gills	denovo33024	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__HTCC2188: f__HTCC2089: g__: s__	0.046875	-1.329058719	2	64	0.03125	1	1	0	1	1	0	3	DUWF	2	0	1	0	1	Gills	denovo64158	No
k__Bacteria: p__Cyanobacteria: c__Oscillatoriophycideae: o__Chroococcales: f__Xenococcaceae: g__: s__	0.046875	-1.329058719	2	64	0.03125	1	1	0	1	1	0	3	DUWF	2	0	1	0	1	Gills	denovo72772	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Thiotrichales: f__Thiotrichaceae: g__Cocleimonas: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	3	DUWF	2	0	1	0	1	Gills	denovo74332	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhodobacterales: f__Rhodobacteraceae: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	3	DUWF	2	0	1	0	1	Gills	denovo115620	No
k__Bacteria: p__GN02: c__BD1.5: o__: f__: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	3	DUWF	2	0	1	0	1	Gills	denovo128855	No
k__Bacteria: p__OP8: c__SAW1_B6: o__: f__: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	3	DUWF	2	0	1	0	1	Gills	denovo141036	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	3	DUWF	2	0	1	0	1	Gills	denovo141366	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhizobiales: f__Hyphomicrobiaceae: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	3	DUWF	2	0	1	0	1	Gills	denovo183528	No
k__Bacteria: p__Planctomycetes: c__Planctomycetia: o__Pirellulales: f__Pirellulaceae: g__: s__	0.046875	-1.329058719	2	64	0.03125	1	1	0	1	1	0	3	DUWF	2	0	1	0	1	Gills	denovo195511	No
k__Bacteria: p__Bacteroidetes: c__Cytophagia: o__Cytophagales: f__Flammeovirgaceae: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	3	DUWF	2	0	1	0	1	Gills	denovo206016	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Desulfobacterales: f__Desulfobacteraceae: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	2	DUWF	2	0	1	0	1	Gills	denovo214628	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	2	DUWF	2	0	1	0	1	Gills	denovo248694	No
k__Bacteria: p__Planctomycetes: c__Planctomycetia: o__Pirellulales: f__Pirellulaceae: g__: s__	0.046875	-1.329058719	2	64	0.03125	1	1	0	1	1	0	2	DUWF	2	0	1	0	1	Gills	denovo249410	No
k__Bacteria: p__Planctomycetes: c__Phycisphaerae: o__MSBL9: f__: g__: s__	0.09375	-1.028028724	2	64	0.03125	1	1	0	1	1	0	2	DUWF	2	0	1	0	1	Gills	denovo256900	No
k__Bacteria: p__Firmicutes: c__Clostridia: o__Clostridiales: f__: g__: s__	0.0625	-1.204119983	2	64	0.03125	1	1	0	1	1	0	2	DUWF	2	0	1	0	1	Gills	denovo265421	No
k__Bacteria: p__Spirochaetes: c__[Brachyspirae]: o__[Brachyspirales]: f__Brachyspiraceae: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	2	DUWF	2	0	1	0	1	Gills	denovo276546	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__NB1.j: f__JTB38: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	2	DUWF	2	0	1	0	1	Gills	denovo282477	No
k__Bacteria: p__Spirochaetes: c__[Brachyspirae]: o__[Brachyspirales]: f__Brachyspiraceae: g__: s__	0.03125	-1.505149978	2	64	0.03125	1	1	0	1	1	0	2	DUWF	2	0	1	0	1	Gills	denovo310835	No
k__Bacteria: p__Verrucomicrobia: c__Verrucomicrobiae: o__Verrucomicrobiales: f__Verrucomicrobiaceae: g__Persicirhabdus: s__	0.796875	-0.098609798	25	64	0.390625	19	0	6	1	0	1	3	DURI	12	13	1	1	2	Both	denovo660225	No
k__Bacteria: p__Proteobacteria: c__Betaproteobacteria: o__Burkholderiales: f__Alcaligenaceae: g__: s__	2.3125	0.364081741	25	64	0.390625	19	0	6	1	0	1	3	DURI	18	6	1	1	2	Both	denovo175066	No
k__Bacteria: p__Planctomycetes: c__Planctomycetia: o__Pirellulales: f__Pirellulaceae: g__: s__	0.75	-0.124938737	24	64	0.375	17	0	7	1	0	1	3	DURI	12	12	1	1	2	Both	denovo701703	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Cryomorphaceae: g__: s__	2.90625	0.46333297	24	64	0.375	15	0	8	1	0	1	3	DURI	15	8	1	1	2	Both	denovo36651	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Cryomorphaceae: g__Fluviicola: s__	0.953125	-0.020850139	24	64	0.375	16	0	8	1	0	1	3	DURI	17	7	1	1	2	Both	denovo657070	No
k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__: g__: s__	1.984375	0.297623747	24	64	0.375	15	0	9	1	0	1	3	DURI	18	5	1	1	2	Both	denovo308890	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Chlorophyta: f__: g__: s__	1.75	0.243038049	22	64	0.34375	12	9	0	1	1	0	3	DURI	9	13	1	1	2	Both	denovo86182	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Alteromonadales: f__OM60: g__: s__	0.875	-0.057991947	22	64	0.34375	17	0	5	1	0	1	3	DURI	13	8	1	1	2	Both	denovo399067	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__: f__: g__: s__	1.078125	0.032669117	21	64	0.328125	17	0	3	1	0	1	3	DURI	6	15	1	1	2	Both	denovo514241	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Alteromonadales: f__OM60: g__: s__	0.875	-0.057991947	21	64	0.328125	17	0	4	1	0	1	3	DURI	8	13	1	1	2	Both	denovo450215	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__Ulvibacter: s__	0.734375	-0.134082116	21	64	0.328125	16	0	5	1	0	1	3	DURI	11	8	1	1	2	Both	denovo632013	No
k__Bacteria: p__Planctomycetes: c__Planctomycetia: o__Pirellulales: f__Pirellulaceae: g__: s__	1.09375	0.038918066	20	64	0.3125	13	0	7	1	0	1	3	DURI	5	14	1	1	2	Both	denovo184157	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhodobacterales: f__Rhodobacteraceae: g__: s__	0.40625	-0.391206626	20	64	0.3125	13	0	7	1	0	1	3	DURI	12	7	1	1	2	Both	denovo882162	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Desulfobacterales: f__Desulfobulbaceae: g__: s__	0.53125	-0.274701057	19	64	0.296875	9	0	10	1	0	1	3	DURI	7	10	1	1	2	Both	denovo929730	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__: s__	0.765625	-0.115983894	18	64	0.28125	12	0	6	1	0	1	3	DURI	10	6	1	1	2	Both	denovo162985	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Desulfobacterales: f__Desulfobulbaceae: g__: s__	0.46875	-0.329058719	17	64	0.265625	9	0	8	1	0	1	3	DURI	8	8	1	1	2	Both	denovo223626	No
k__Bacteria: p__Bacteroidetes: c__Cytophagia: o__Cytophagales: f__Cyclobacteriaceae: g__: s__	0.421875	-0.37481621	16	64	0.25	12	0	4	1	0	1	3	DURI	10	6	1	1	2	Both	denovo865205	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__: g__: s__	0.828125	-0.081904104	16	64	0.25	15	0	1	1	0	1	3	DURI	12	4	1	1	2	Both	denovo527126	No
k__Bacteria: p__Planctomycetes: c__Planctomycetia: o__Pirellulales: f__Pirellulaceae: g__: s__	0.390625	-0.408239965	15	64	0.234375	13	0	2	1	0	1	3	DURI	5	9	1	1	2	Both	denovo500642	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Alteromonadales: f__OM60: g__: s__	0.390625	-0.408239965	15	64	0.234375	7	0	8	1	0	1	3	DURI	9	6	1	1	2	Both	denovo944333	No
k__Bacteria: p__Actinobacteria: c__Actinobacteria: o__Actinomycetales: f__Microbacteriaceae: g__Candidatus Aquiluna: s__rubra	0.53125	-0.274701057	15	64	0.234375	13	0	2	1	0	1	3	DURI	11	3	1	1	2	Both	denovo363388	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.421875	-0.37481621	14	64	0.21875	6	0	8	1	0	1	3	DURI	5	8	1	1	2	Both	denovo682043	No
k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__: g__: s__	0.4375	-0.359021943	14	64	0.21875	11	0	3	1	0	1	3	DURI	6	7	1	1	2	Both	denovo825764	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhodospirillales: f__: g__: s__	0.484375	-0.31481828	14	64	0.21875	6	0	8	1	0	1	3	DURI	7	7	1	1	2	Both	denovo371094	No
k__Bacteria: p__Verrucomicrobia: c__Verrucomicrobiae: o__Verrucomicrobiales: f__Verrucomicrobiaceae: g__: s__	0.375	-0.425968732	14	64	0.21875	12	0	2	1	0	1	3	DURI	8	6	1	1	2	Both	denovo518864	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Alteromonadales: f__Psychromonadaceae: g__Psychromonas: s__	0.359375	-0.444452138	14	64	0.21875	9	0	5	1	0	1	3	DURI	9	5	1	1	2	Both	denovo266718	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__: f__: g__: s__	0.359375	-0.444452138	14	64	0.21875	9	0	5	1	0	1	3	DURI	9	5	1	1	2	Both	denovo820471	No
k__Bacteria: p__Proteobacteria: c__Betaproteobacteria: o__Rhodocyclales: f__Rhodocyclaceae: g__: s__	0.421875	-0.37481621	14	64	0.21875	12	0	2	1	0	1	3	DURI	12	1	1	1	2	Both	denovo893423	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__Winogradskyella: s__	0.265625	-0.575731053	14	64	0.21875	9	0	5	1	0	1	3	DURI	12	2	1	1	2	Both	denovo584821	No
k__Bacteria: p__Verrucomicrobia: c__Verrucomicrobiae: o__Verrucomicrobiales: f__Verrucomicrobiaceae: g__Luteolibacter: s__	0.40625	-0.391206626	13	64	0.203125	10	0	3	1	0	1	3	DURI	5	8	1	1	2	Both	denovo547471	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhodobacterales: f__Rhodobacteraceae	0.359375	-0.444452138	13	64	0.203125	10	0	3	1	0	1	3	DURI	6	6	1	1	2	Both	denovo182912	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhodobacterales: f__Rhodobacteraceae: g__: s__	0.453125	-0.343781976	13	64	0.203125	5	0	8	1	0	1	3	DURI	6	7	1	1	2	Both	denovo848150	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhizobiales: f__Hyphomicrobiaceae: g__: s__	0.5	-0.301029996	13	64	0.203125	12	0	1	1	0	1	3	DURI	7	5	1	1	2	Both	denovo13793	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Alteromonadales: f__OM60: g__: s__	0.25	-0.602059991	13	64	0.203125	12	0	1	1	0	1	3	DURI	7	6	1	1	2	Both	denovo769862	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Cryomorphaceae: g__: s__	0.25	-0.602059991	13	64	0.203125	8	0	5	1	0	1	3	DURI	8	4	1	1	2	Both	denovo146038	No
k__Bacteria: p__Bacteroidetes: c__Cytophagia: o__Cytophagales: f__Flammeovirgaceae: g__: s__	0.328125	-0.483960679	13	64	0.203125	10	0	3	1	0	1	3	DURI	8	4	1	1	2	Both	denovo492438	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Desulfarculales: f__Desulfarculaceae: g__: s__	0.46875	-0.329058719	12	64	0.1875	9	0	3	1	0	1	3	DURI	4	8	1	1	2	Both	denovo799440	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Desulfobacterales: f__Desulfobacteraceae: g__: s__	0.25	-0.602059991	12	64	0.1875	5	0	7	1	0	1	3	DURI	7	5	1	1	2	Both	denovo569930	No
k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__: g__: s__	0.34375	-0.463757293	12	64	0.1875	7	0	5	1	0	1	3	DURI	7	5	1	1	2	Both	denovo637452	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae	0.328125	-0.483960679	12	64	0.1875	11	0	1	1	0	1	3	DURI	8	3	1	1	2	Both	denovo63226	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Pseudomonadales: f__Moraxellaceae: g__Psychrobacter: s__pacificensis	0.734375	-0.134082116	12	64	0.1875	4	0	8	1	0	1	3	DURI	8	4	1	1	2	Both	denovo158302	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__: g__: s__	0.265625	-0.575731053	12	64	0.1875	7	0	5	1	0	1	3	DURI	8	4	1	1	2	Both	denovo613185	No
k__Bacteria: p__Gemmatimonadetes: c__Gemm.4: o__: f__: g__: s__	0.34375	-0.463757293	12	64	0.1875	9	0	3	1	0	1	3	DURI	9	3	1	1	2	Both	denovo482032	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae	0.4375	-0.359021943	12	64	0.1875	9	0	3	1	0	1	3	DURI	10	2	1	1	2	Both	denovo96015	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Desulfobacterales: f__Desulfobulbaceae: g__: s__	0.28125	-0.550907469	11	64	0.171875	10	1	0	1	1	0	3	DURI	5	6	1	1	2	Both	denovo222970	No
k__Bacteria: p__Spirochaetes: c__[Brachyspirae]: o__[Brachyspirales]: f__Brachyspiraceae: g__: s__	0.203125	-0.692236622	11	64	0.171875	8	3	0	1	1	0	3	DURI	10	1	1	1	2	Both	denovo433459	No
k__Bacteria: p__Tenericutes: c__Mollicutes: o__Mycoplasmatales: f__Mycoplasmataceae: g__Mycoplasma: s__	0.53125	-0.274701057	11	64	0.171875	7	0	4	1	0	1	3	DURI	2	9	1	1	2	Both	denovo564585	No
k__Bacteria: p__Verrucomicrobia: c__Verrucomicrobiae: o__Verrucomicrobiales: f__Verrucomicrobiaceae: g__Verrucomicrobium: s__	0.34375	-0.463757293	11	64	0.171875	10	0	1	1	0	1	3	DURI	2	9	1	1	2	Both	denovo929567	No
k__Bacteria: p__Planctomycetes: c__Planctomycetia: o__Pirellulales: f__Pirellulaceae: g__: s__	0.234375	-0.630088715	11	64	0.171875	8	0	3	1	0	1	3	DURI	5	5	1	1	2	Both	denovo339016	No
k__Bacteria: p__Planctomycetes: c__Planctomycetia: o__Pirellulales: f__Pirellulaceae: g__: s__	0.296875	-0.527426373	11	64	0.171875	9	0	2	1	0	1	3	DURI	6	5	1	1	2	Both	denovo43914	No
k__Bacteria: p__Verrucomicrobia: c__Verruco.5: o__R76.B128: f__: g__: s__	0.296875	-0.527426373	11	64	0.171875	5	0	6	1	0	1	3	DURI	7	4	1	1	2	Both	denovo541731	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rickettsiales: f__: g__: s__	0.359375	-0.444452138	11	64	0.171875	10	0	1	1	0	1	3	DURI	7	4	1	1	2	Both	denovo626912	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Cryomorphaceae: g__Fluviicola: s__	0.40625	-0.391206626	11	64	0.171875	8	0	3	1	0	1	3	DURI	9	2	1	1	2	Both	denovo491083	No
k__Bacteria: p__Fusobacteria: c__Fusobacteriia: o__Fusobacteriales: f__Fusobacteriaceae: g__Psychrilyobacter: s__	0.390625	-0.408239965	10	64	0.15625	4	0	6	1	0	1	3	DURI	4	6	1	1	2	Both	denovo532947	No
k__Bacteria: p__Planctomycetes: c__Planctomycetia: o__Pirellulales: f__Pirellulaceae: g__: s__	0.265625	-0.575731053	10	64	0.15625	4	0	6	1	0	1	3	DURI	5	4	1	1	2	Both	denovo762786	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Alteromonadales: f__OM60: g__Congregibacter: s__	0.21875	-0.660051938	10	64	0.15625	1	0	9	1	0	1	3	DURI	5	5	1	1	2	Both	denovo125088	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhizobiales: f__Hyphomicrobiaceae: g__: s__	2.03125	0.307763378	10	64	0.15625	8	0	2	1	0	1	3	DURI	5	5	1	1	2	Both	denovo498459	No
k__Bacteria: p__Verrucomicrobia: c__Verrucomicrobiae: o__Verrucomicrobiales: f__Verrucomicrobiaceae: g__: s__	0.203125	-0.692236622	10	64	0.15625	8	0	2	1	0	1	3	DURI	6	3	1	1	2	Both	denovo225678	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__: s__	0.265625	-0.575731053	10	64	0.15625	8	0	2	1	0	1	3	DURI	6	4	1	1	2	Both	denovo652653	No
k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__: g__: s__	0.28125	-0.550907469	10	64	0.15625	4	0	6	1	0	1	3	DURI	6	4	1	1	2	Both	denovo683627	No
k__Bacteria: p__Spirochaetes: c__[Brachyspirae]: o__[Brachyspirales]: f__Brachyspiraceae: g__: s__	0.21875	-0.660051938	10	64	0.15625	7	0	3	1	0	1	3	DURI	7	3	1	1	2	Both	denovo563536	No
k__Bacteria: p__Acidobacteria: c__OS.K: o__: f__: g__: s__	0.328125	-0.483960679	10	64	0.15625	9	0	1	1	0	1	3	DURI	8	1	1	1	2	Both	denovo477727	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Cryomorphaceae: g__: s__	0.25	-0.602059991	10	64	0.15625	5	0	5	1	0	1	3	DURI	8	2	1	1	2	Both	denovo42997	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__Sediminicola: s__	0.25	-0.602059991	10	64	0.15625	8	0	2	1	0	1	3	DURI	8	2	1	1	2	Both	denovo248403	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Kiloniellales: f__Kiloniellaceae: g__: s__	0.25	-0.602059991	10	64	0.15625	8	0	2	1	0	1	3	DURI	8	2	1	1	2	Both	denovo946039	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Oceanospirillales: f__Oceanospirillaceae: g__: s__	0.390625	-0.408239965	10	64	0.15625	7	0	3	1	0	1	3	DURI	9	1	1	1	2	Both	denovo121215	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__: f__: g__: s__	0.34375	-0.463757293	10	64	0.15625	9	0	1	1	0	1	3	DURI	10	0	1	0	1	Gills	denovo26332	No
k__Bacteria: p__: c__: o__: f__: g__: s__	7.078125	0.849918228	9	64	0.140625	5	4	0	1	1	0	2	DURI	6	2	1	1	2	Both	denovo400999	No
